"","X.miRNA","read_count","precursor","total","XmiRNA1","XmiRNA2","XmiRNA3","XmiRNA4","XmiRNA5","XmiRNA6","XmiRNA7","XmiRNA8","XmiRNA9","XmiRNA10","XmiRNA11","XmiRNA12","XmiRNA13","XmiRNA14","XmiRNA15","XmiRNA16","XmiRNA17","XmiRNA18","XmiRNA19","XmiRNA20","XmiRNA21","XmiRNA22","XmiRNA23","XmiRNA24","XmiRNA25","XmiRNA26","XmiRNA27","XmiRNA28","XmiRNA29","XmiRNA30","XmiRNA31","XmiRNA32","XmiRNA33","XmiRNA34","XmiRNA35","XmiRNA36","XmiRNA37","XmiRNA38","XmiRNA39","XmiRNA40","XmiRNA41","XmiRNA42","XmiRNA43","XmiRNA44","XmiRNA45","XmiRNA46","X10miRNA1.norm.","XmiRNA2.norm.","XmiRNA3.norm.","XmiRNA4.norm.","XmiRNA5.norm.","XmiRNA6.norm.","XmiRNA7.norm.","XmiRNA8.norm.","XmiRNA9.norm.","XmiRNA10.norm.","XmiRNA11.norm.","XmiRNA12.norm.","XmiRNA13.norm.","XmiRNA14.norm.","XmiRNA15.norm.","XmiRNA16.norm.","XmiRNA17.norm.","XmiRNA18.norm.","XmiRNA19.norm.","XmiRNA20.norm.","XmiRNA21.norm.","XmiRNA22.norm.","XmiRNA23.norm.","XmiRNA24.norm.","XmiRNA25.norm.","XmiRNA26.norm.","XmiRNA27.norm.","XmiRNA28.norm.","XmiRNA29.norm.","XmiRNA30.norm.","XmiRNA31.norm.","XmiRNA32.norm.","XmiRNA33.norm.","XmiRNA34.norm.","XmiRNA35.norm.","XmiRNA36.norm.","XmiRNA37.norm.","XmiRNA38.norm.","XmiRNA39.norm.","XmiRNA40.norm.","XmiRNA41.norm.","XmiRNA42.norm.","XmiRNA43.norm.","XmiRNA44.norm.","XmiRNA45.norm.","XmiRNA46.norm."
"48","chr1_245046",15642,"chr1_245046",15642,25,28,53,48,180,29,150,10,1,677,2,112,20,250,2,1264,14,125,1038,417,28,145,553,585,106,63,1038,174,268,40,4505,86,200,34,380,42,53,3,414,61,182,389,1561,122,120,45,6.23,11.74,22.71,30.36,52.26,10.67,106.82,1.25,0.23,219.77,1.56,33.51,2.63,242.91,0.41,231.45,1.67,33.49,158.5,269.28,6.05,15.62,229.76,492.74,20.34,19.78,497.27,46,98.86,69.33,1058.94,7.26,135.07,12.98,103.35,32.79,12.07,0.48,101.52,20.32,27.91,112.11,4578.69,116.27,34.05,8.1
"49","chr1_253725",40,"chr1_253725",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0
"50","chr1_260994",131,"chr1_260994",131,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","chr1_260995",131,"chr1_260995",131,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","chr1_269025",6894,"chr1_269025",6894,37,72,26,152,103,184,124,120,615,159,2,238,33,55,204,442,106,0,37,43,13,301,222,274,240,214,722,43,91,118,206,230,222,30,65,99,92,204,44,75,37,101,83,26,71,319,9.22,30.19,11.14,96.12,29.91,67.68,88.3,14.97,139.06,51.62,1.56,71.21,4.34,53.44,41.32,80.94,12.64,0,5.65,27.77,2.81,32.43,92.24,230.79,46.05,67.18,345.88,11.37,33.57,204.53,48.42,19.43,149.93,11.45,17.68,77.3,20.95,32.56,10.79,24.98,5.67,29.11,243.45,24.78,20.14,57.44
"53","chr1_275440",28325,"chr1_275440",28325,462,21,278,298,797,228,1524,717,1260,1220,451,576,485,269,648,315,111,1857,371,1969,662,730,326,84,488,351,227,584,935,163,224,360,532,565,1971,778,346,75,712,305,776,1127,348,334,995,470,115.16,8.81,119.11,188.46,231.41,83.86,1085.28,89.47,284.89,396.05,350.73,172.34,63.71,261.37,131.26,57.68,13.24,497.58,56.65,1271.47,143.02,78.65,135.44,70.75,93.64,110.18,108.75,154.39,344.89,282.53,52.65,30.41,359.29,215.66,536.04,607.43,78.78,11.97,174.59,101.59,119,324.79,1020.75,318.31,282.3,84.62
"54","chr1_275981",23,"chr1_275981",23,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68,0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","chr1_284868",74693,"chr1_284868",74693,170,257,180,1106,881,248,5149,678,886,1706,247,446,616,564,1283,2519,151,2334,746,2220,200,874,2022,6241,927,451,4981,2389,1217,1207,17552,362,640,493,2024,287,453,722,1450,428,656,882,1162,1104,981,2601,42.38,107.77,77.12,699.43,255.8,91.22,3666.74,84.6,200.33,553.82,192.09,133.44,80.92,548,259.88,461.26,18.01,625.39,113.91,1433.56,43.21,94.17,840.09,5256.73,177.89,141.57,2386.22,631.56,448.91,2092.08,4125.76,30.58,432.23,188.18,550.45,224.08,103.14,115.25,355.55,142.56,100.59,254.18,3408.35,1052.15,278.33,468.31
"56","chr1_285246",102640,"chr1_285246",102640,712,263,993,1064,2993,768,6818,2685,4499,5609,1996,1800,1565,948,1518,1645,664,6222,1120,4750,1073,2998,2196,575,1307,1604,1033,2794,2606,908,2160,1425,1746,1097,7310,2471,1617,345,2778,1286,2826,2834,918,1682,2764,3655,177.48,110.29,425.46,672.87,869.02,282.49,4855.28,335.03,1017.25,1820.85,1552.23,538.56,205.59,921.11,307.48,301.22,79.21,1667.16,171.02,3067.29,231.81,323.01,912.38,484.32,250.81,503.51,494.87,738.62,961.27,1573.83,507.73,120.37,1179.19,418.72,1988.05,1929.27,368.17,55.07,681.19,428.35,433.35,816.73,2692.66,1603.01,784.19,658.09
"57","chr1_285455",103552,"chr1_285455",103552,636,174,686,1576,1723,265,3235,510,1143,5664,1124,722,981,816,1016,2937,225,3798,2522,2536,485,1985,4007,7813,2005,1098,9186,2694,1935,2345,11050,2047,1678,696,3894,1209,933,365,2051,1786,2600,1665,3404,620,1271,2441,158.54,72.97,293.92,996.66,500.27,97.47,2303.73,63.64,258.44,1838.7,874.1,216.02,128.87,792.85,205.8,537.8,26.84,1017.66,385.1,1637.61,104.78,213.87,1664.81,6580.81,384.75,344.67,4400.68,712.19,713.76,4064.57,2597.41,172.91,1133.26,265.66,1059.02,943.94,212.43,58.26,502.93,594.89,398.7,479.84,9984.54,590.88,360.6,439.51
"58","chr1_285961",400,"chr1_285961",400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,35,74,14,0,1,0,9,21,19,0,0,0,73,0,0,0,0,0,0,0,0,22,8,1,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72,4.58,0,7.56,7.97,5.82,0,0.19,0,4.31,5.55,7.01,0,0,0,49.3,0,0,0,0,0,0,0,0,6.34,23.47,0.95,7.09,5.04
"59","chr1_290207",23,"chr1_290207",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0
"60","chr1_296722",117,"chr1_296722",117,0,0,0,1,0,0,0,0,0,8,0,45,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0.63,0,0,0,0,0,2.6,0,13.46,0,0,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.47,18.11,0,0
"61","chr1_299716",31,"chr1_299716",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.54,0,0
"62","chr1_300002",82,"chr1_300002",82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.92,0,0,0,0,0,0,0,0,0,0,0,0
"63","chr1_308749",20,"chr1_308749",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0,0,0
"64","chr1_309734",74688,"chr1_309734",74688,34,120,29,278,459,32,360,4,86,731,391,38,67,258,272,7203,35,415,1843,302,55,202,2028,1742,197,103,7230,877,236,171,39878,329,341,110,1325,60,44,77,1250,171,569,810,3377,147,136,266,8.48,50.32,12.43,175.81,133.27,11.77,256.37,0.5,19.45,237.3,304.07,11.37,8.8,250.68,55.1,1318.96,4.18,111.2,281.42,195.02,11.88,21.76,842.58,1467.27,37.8,32.33,3463.63,231.84,87.05,296.39,9373.69,27.79,230.3,41.99,360.35,46.85,10.02,12.29,306.51,56.96,87.25,233.43,9905.35,140.1,38.59,47.89
"65","chr1_33769",119014,"chr1_33769",119014,1472,120,1288,1311,3968,844,4049,2885,4585,6064,2451,2153,2071,1596,2396,1338,556,7778,2060,6720,2070,3160,1606,467,2146,1948,986,1836,3907,1234,1201,1417,2639,2404,7265,3234,1953,300,3228,1722,3585,4311,1742,2531,3833,2584,366.93,50.32,551.86,829.08,1152.11,310.44,2883.4,359.99,1036.7,1968.56,1906.08,644.17,272.06,1550.72,485.33,245,66.32,2084.09,314.55,4339.41,447.2,340.46,667.25,393.35,411.81,611.49,472.36,485.37,1441.17,2138.88,282.31,119.7,1782.29,917.6,1975.81,2524.99,444.67,47.89,791.54,573.58,549.74,1242.38,5109.6,2412.13,1087.49,465.25
"66","chr1_37198",1166,"chr1_37198",1166,18,0,1,0,25,29,0,37,12,87,0,30,13,1,24,5,0,25,71,154,3,44,0,6,45,34,0,0,19,37,0,13,52,54,10,42,42,0,27,31,37,53,15,15,55,0,4.49,0,0.43,0,7.26,10.67,0,4.62,2.71,28.24,0,8.98,1.71,0.97,4.86,0.92,0,6.7,10.84,99.44,0.65,4.74,0,5.05,8.64,10.67,0,0,7.01,64.13,0,1.1,35.12,20.61,2.72,32.79,9.56,0,6.62,10.33,5.67,15.27,44,14.3,15.6,0
"67","chr1_38369",208,"chr1_38369",208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,23,0,0,0,66,0,0,0,9,0,26,5,18,17,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,8.48,0,0,0,44.57,0,0,0,2.05,0,6.38,1.67,2.76,4.9,0,0,11.35,0
"68","chr1_42171",24665,"chr1_42171",24665,9,107,9,143,75,6,353,0,17,105,0,21,17,39,8,1985,0,102,567,153,9,103,930,2424,44,16,2357,234,47,33,12628,77,140,52,487,0,7,55,272,81,75,78,509,68,72,151,2.24,44.87,3.86,90.43,21.78,2.21,251.38,0,3.84,34.09,0,6.28,2.23,37.89,1.62,363.48,0,27.33,86.58,98.8,1.94,11.1,386.39,2041.71,8.44,5.02,1129.15,61.86,17.34,57.2,2968.33,6.5,94.55,19.85,132.45,0,1.59,8.78,66.7,26.98,11.5,22.48,1492.99,64.81,20.43,27.19
"69","chr1_47123",21598,"chr1_47123",21598,136,41,226,444,473,113,599,340,487,672,405,379,246,167,346,173,60,1001,502,836,193,592,284,301,1946,364,210,43,486,1108,204,491,682,313,2160,347,201,56,448,181,499,476,488,688,453,738,33.9,17.19,96.83,280.79,137.34,41.56,426.56,42.42,110.11,218.15,314.96,113.4,32.32,162.26,70.08,31.68,7.16,268.21,76.65,539.84,41.7,63.78,117.99,253.53,373.43,114.26,100.6,11.37,179.27,1920.49,47.95,41.48,460.6,119.47,587.44,270.93,45.76,8.94,109.85,60.29,76.52,137.18,1431.39,655.69,128.52,132.88
"70","chr1_49440",650,"chr1_49440",650,7,20,0,0,0,0,0,25,33,0,0,0,1,10,30,28,54,69,0,0,0,39,36,0,0,0,0,73,0,0,46,0,57,65,0,0,25,19,0,13,0,0,0,0,0,0,1.74,8.39,0,0,0,0,0,3.12,7.46,0,0,0,0.13,9.72,6.08,5.13,6.44,18.49,0,0,0,4.2,14.96,0,0,0,0,19.3,0,0,10.81,0,38.5,24.81,0,0,5.69,3.03,0,4.33,0,0,0,0,0,0
"71","chr1_50306",1310,"chr1_50306",1310,1,0,2,25,8,1,37,0,0,18,1,0,0,6,2,0,1,2,184,0,1,64,1,63,70,11,12,0,2,33,22,1,218,2,287,1,32,0,2,1,2,4,7,173,13,0,0.25,0,0.86,15.81,2.32,0.37,26.35,0,0,5.84,0.78,0,0,5.83,0.41,0,0.12,0.54,28.1,0,0.22,6.9,0.42,53.06,13.43,3.45,5.75,0,0.74,57.2,5.17,0.08,147.23,0.76,78.05,0.78,7.29,0,0.49,0.33,0.31,1.15,20.53,164.88,3.69,0
"72","chr1_62335",343,"chr1_62335",343,0,282,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,118.26,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,7.67,0.79,0,0,0,0.93,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0
"73","chr1_69020",117521,"chr1_69020",117521,2487,89,2174,2169,3007,530,1816,4475,4855,3509,4496,2224,2766,1394,5356,690,396,5089,3711,7160,2457,4144,507,277,4238,2461,764,423,3479,1136,561,930,3589,3562,3078,5023,2252,157,1696,2235,942,3948,2508,2967,4266,1528,619.94,37.32,931.48,1371.67,873.08,194.94,1293.22,558.39,1097.75,1139.13,3496.42,665.42,363.35,1354.45,1084.89,126.35,47.24,1363.58,566.65,4623.54,530.8,446.48,210.65,233.31,813.25,772.53,366,111.82,1283.29,1969.02,131.87,78.56,2423.89,1359.61,837.1,3921.78,512.75,25.06,415.88,744.45,144.45,1137.77,7356.41,2827.66,1210.34,275.12
"74","chr1_69035",58744,"chr1_69035",58744,257,946,523,2875,792,740,1175,2209,3980,657,1662,370,1229,356,2682,2677,5105,631,492,1494,881,1311,1965,1201,718,210,724,1910,506,34,998,693,347,1655,2292,250,1041,2466,1097,573,1399,702,10,625,672,3612,64.06,396.71,224.09,1818.15,229.96,272.19,836.75,275.64,899.9,213.28,1292.49,110.7,161.45,345.9,543.26,490.19,608.96,169.07,75.13,964.74,190.33,141.25,816.41,1011.59,137.78,65.92,346.84,504.93,186.65,58.93,234.59,58.54,234.35,631.71,623.34,195.19,237.02,393.63,269,190.86,214.53,202.31,29.33,595.65,190.66,650.35
"75","chr1_74659",88,"chr1_74659",88,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,39.17,0,0,0,0,0,0,0,0,0,0,0,0.28,0
"76","chr1_76878",219,"chr1_76878",219,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,37,0,0,0,0,11,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20.87,0,0,0,0,0,0,0,0,0,3.89,0,0,0,9.91,0,0,0,0,4.57,0,0,0,0,0,0,0,30.56,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"77","chr1_85919",505,"chr1_85919",505,0,2,0,0,0,0,44,0,0,19,0,0,0,9,0,37,0,45,0,0,0,0,0,112,0,0,93,9,0,0,126,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,31.33,0,0,6.17,0,0,0,8.74,0,6.78,0,12.06,0,0,0,0,0,94.34,0,0,44.55,2.38,0,0,29.62,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","chr1_89589",6166,"chr1_89589",6166,0,3,35,3,45,0,124,0,18,210,0,23,0,60,53,184,15,144,88,81,18,0,44,1251,13,17,696,61,0,17,1832,258,31,2,200,0,9,0,160,36,49,82,144,51,35,74,0,1.26,15,1.9,13.07,0,88.3,0,4.07,68.17,0,6.88,0,58.3,10.74,33.69,1.79,38.58,13.44,52.31,3.89,0,18.28,1053.7,2.49,5.34,333.43,16.13,0,29.47,430.63,21.79,20.94,0.76,54.39,0,2.05,0,39.23,11.99,7.51,23.63,422.38,48.6,9.93,13.32
"79","chr1_92783",34,"chr1_92783",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
"80","chr1_9468",1258,"chr1_9468",1258,58,1,32,0,18,0,0,0,47,60,0,26,0,9,108,17,0,64,187,0,1,0,0,2,0,10,1,8,33,116,18,42,1,0,98,0,0,0,0,62,12,65,83,3,76,0,14.46,0.42,13.71,0,5.23,0,0,0,10.63,19.48,0,7.78,0,8.74,21.88,3.11,0,17.15,28.55,0,0.22,0,0,1.68,0,3.14,0.48,2.11,12.17,201.06,4.23,3.55,0.68,0,26.65,0,0,0,0,20.65,1.84,18.73,243.45,2.86,21.56,0
"81","chr1_99789",28,"chr1_99789",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0
"82","chr2_310471",219,"chr2_310471",219,0,0,0,0,0,0,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,34,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,96.85,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,1.91,0,26.55,0,0,0,0,6.13,0,0,0.95,0,0
"83","chr2_311958",81,"chr2_311958",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.72,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0
"84","chr2_317161",20,"chr2_317161",20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","chr2_325154",45,"chr2_325154",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,0,0,0,0,0,0,0,0,0
"86","chr2_326081",129,"chr2_326081",129,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","chr2_328058",37,"chr2_328058",37,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,8.99,0,0,0,0,0,0
"88","chr2_332352",21,"chr2_332352",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","chr2_371783",22517,"chr2_371783",22517,43,116,37,252,227,28,523,84,139,421,0,113,56,138,209,1333,33,579,347,436,24,159,781,1786,198,56,1451,599,708,476,6649,179,236,12,1141,109,81,236,346,76,213,135,547,282,117,806,10.72,48.64,15.85,159.36,65.91,10.3,372.44,10.48,31.43,136.67,0,33.81,7.36,134.08,42.33,244.09,3.94,155.14,52.99,281.55,5.18,17.13,324.49,1504.33,38,17.58,695.12,158.35,261.16,825.05,1562.91,15.12,159.39,4.58,310.31,85.1,18.44,37.67,84.84,25.31,32.66,38.91,1604.45,268.76,33.19,145.12
"90","chr2_376187",101,"chr2_376187",101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","chr2_377069",22,"chr2_377069",22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","chr2_379557",153761,"chr2_379557",153761,643,668,464,2235,1423,571,9961,1421,2025,2415,181,955,1367,721,2137,4581,210,3398,1168,4829,499,1996,3767,17503,953,958,21600,4569,1310,3052,29641,549,1502,387,5317,752,1309,1804,1835,689,1684,1725,1598,726,1478,5185,160.28,280.13,198.81,1413.41,413.17,210.03,7093.5,177.31,457.87,783.98,140.76,285.73,179.58,700.55,432.86,838.84,25.05,910.48,178.35,3118.31,107.8,215.05,1565.09,14742.6,182.88,300.72,10347.78,1207.86,483.22,5290.01,6967.39,46.37,1014.4,147.72,1446.03,587.13,298.04,287.96,449.96,229.5,258.23,497.13,4687.22,691.9,419.33,933.57
"93","chr2_390524",60588,"chr2_390524",60588,206,223,306,897,407,101,1397,153,248,804,1,142,223,288,240,2393,73,883,475,594,152,481,1911,12546,391,421,11327,1216,357,407,12335,187,573,151,2569,411,294,352,897,157,418,456,1172,239,284,830,51.35,93.52,131.11,567.26,118.17,37.15,994.84,19.09,56.07,261,0.78,42.49,29.29,279.83,48.61,438.19,8.71,236.6,72.53,383.57,32.84,51.82,793.97,10567.37,75.03,132.16,5426.35,321.46,131.69,705.45,2899.46,15.8,386.98,57.64,698.67,320.89,66.94,56.19,219.95,52.29,64.1,131.41,3437.69,227.78,80.58,149.44
"94","chr2_390926",12,"chr2_390926",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","chr2_391671",5663,"chr2_391671",5663,7,17,18,34,85,53,272,87,200,107,0,28,65,99,131,220,24,146,94,469,18,105,110,269,155,30,259,123,178,102,767,31,141,1,264,45,72,51,85,32,150,98,72,102,93,154,1.74,7.13,7.71,21.5,24.68,19.49,193.7,10.86,45.22,34.74,0,8.38,8.54,96.19,26.53,40.28,2.86,39.12,14.35,302.85,3.89,11.31,45.7,226.58,29.74,9.42,124.08,32.52,65.66,176.8,180.29,2.62,95.23,0.38,71.8,35.13,16.39,8.14,20.84,10.66,23,28.24,211.19,97.21,26.39,27.73
"96","chr2_409825",269356,"chr2_409825",269356,1101,949,731,5032,2507,1066,12528,2057,2530,5884,1096,1021,1417,1534,2957,8268,422,5711,2682,6608,628,3224,6964,38861,2542,1983,35707,7474,3139,6070,53527,1088,2120,721,7266,1515,1919,2180,4123,1969,1480,3412,4040,2350,2398,6555,274.45,397.96,313.21,3182.23,727.91,392.1,8921.53,256.67,572.05,1910.12,852.33,305.48,186.14,1490.48,598.96,1513.97,50.34,1530.24,409.53,4267.09,135.67,347.36,2893.37,32732.22,487.8,622.48,17105.93,1975.83,1157.87,10521.08,12582.02,91.9,1431.78,275.2,1976.08,1182.86,436.93,347.97,1011,655.85,226.95,983.3,11850.04,2239.64,680.35,1180.24
"97","chr2_414314",3726,"chr2_414314",3726,31,0,20,0,101,0,62,57,39,156,14,67,75,34,159,34,0,152,227,2,42,124,21,37,128,179,35,48,182,105,132,38,131,105,110,120,75,0,164,63,75,70,187,255,41,29,7.73,0,8.57,0,29.33,0,44.15,7.11,8.82,50.64,10.89,20.05,9.85,33.04,32.21,6.23,0,40.73,34.66,1.29,9.07,13.36,8.72,31.16,24.56,56.19,16.77,12.69,67.13,182,31.03,3.21,88.47,40.08,29.92,93.69,17.08,0,40.21,20.98,11.5,20.17,548.5,243.02,11.63,5.22
